,title,year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,release_date,production_budget,worldwide_gross,domestic_roi,worldwide_roi,original_language,original_title,popularity,vote_average,vote_count,title_change
369,It,2017.0,135.0,"Horror,Thriller",7.4,359123.0,WB (NL),327500000.0,1.0,2017-09-08,35000000.0,697457969.0,8.356621371428572,18.927370542857144,en,It,13.966,7.2,10931,False
370,It Comes at Night,2017.0,91.0,"Horror,Mystery",6.2,69039.0,,,0.0,2017-06-09,5000000.0,19720203.0,1.7970234,2.9440406,en,It Comes at Night,12.337,5.8,1141,False
371,It's Kind of a Funny Story,2010.0,101.0,"Comedy,Drama,Romance",7.1,125583.0,Focus,6400000.0,1.0,2010-10-08,8000000.0,6632950.0,-0.2045465,-0.17088125,en,It's Kind of a Funny Story,10.01,7.0,1324,False
372,It's a Wonderful Afterlife,2010.0,100.0,"Comedy,Drama,Fantasy",5.4,1361.0,UTV,,1.0,2010-10-08,10000000.0,1642939.0,-1.0,-0.8357061,en,Hai Marjawaan!,1.3319999999999999,4.6,12,True
373,J. Edgar,2011.0,137.0,"Biography,Crime,Drama",6.6,115925.0,WB,37300000.0,1.0,2011-11-09,35000000.0,84606030.0,0.06588657142857143,1.4173151428571429,en,J. Edgar,8.628,6.2,1303,False
374,Jab Tak Hai Jaan,2012.0,176.0,"Drama,Romance",6.8,48364.0,Yash,3000000.0,0.0,2012-11-13,9200000.0,5806666.0,-0.6687457608695652,-0.36884065217391304,hi,जब तक है जान,7.7010000000000005,6.9,107,True
375,Jack Reacher,2012.0,130.0,"Action,Crime,Thriller",7.0,284547.0,Par.,80100000.0,1.0,2012-12-21,60000000.0,217370736.0,0.33451226666666667,2.6228456,en,Jack Reacher,18.312,6.4,4155,False
376,Jack Reacher: Never Go Back,2016.0,118.0,"Action,Thriller",6.1,121892.0,Par.,58700000.0,1.0,2016-10-21,60000000.0,159946489.0,-0.0217154,1.6657748166666666,en,Jack Reacher: Never Go Back,17.085,5.6,2831,False
377,Jack Ryan: Shadow Recruit,2014.0,105.0,"Action,Drama,Thriller",6.2,114913.0,Par.,50600000.0,1.0,2014-01-17,60000000.0,131377412.0,-0.15704313333333333,1.1896235333333334,en,Jack Ryan: Shadow Recruit,11.061,6.1,1687,False
378,Jack and Jill,2011.0,91.0,Comedy,3.3,71361.0,Sony,74200000.0,1.0,2011-11-11,79000000.0,150519217.0,-0.06128915189873418,0.9053065443037974,en,Jack and Jill,11.277000000000001,4.1,1124,False
379,Jack the Giant Slayer,2013.0,114.0,"Adventure,Fantasy",6.3,123127.0,WB (NL),65200000.0,1.0,2013-03-01,195000000.0,197687603.0,-0.6657046,0.013782579487179487,en,Jack the Giant Slayer,12.773,5.6,3403,False
380,Jackass 3D,2010.0,95.0,"Action,Comedy,Documentary",7.0,53289.0,,,0.0,2010-10-15,20000000.0,171685793.0,4.8614846,7.58428965,en,Jackass 3D,10.715,6.3,655,False
381,Jackass Presents: Bad Grandpa,2013.0,87.0,,6.5,49.0,Par.,102000000.0,1.0,2013-10-25,15000000.0,160903019.0,5.800201266666667,9.726867933333333,en,Jackass Presents: Bad Grandpa,8.823,6.0,928,False
382,Jason Bourne,2016.0,123.0,"Action,Thriller",6.6,190596.0,Uni.,162400000.0,1.0,2016-07-29,120000000.0,416168316.0,0.35160766666666665,2.4680693,en,Jason Bourne,14.568,6.1,3611,False
383,Jem and the Holograms,2015.0,118.0,"Adventure,Drama,Family",4.1,6683.0,Uni.,2200000.0,1.0,2015-10-23,5000000.0,2368937.0,-0.563072,-0.5262126,en,Jem and the Holograms,7.942,5.4,241,False
384,Jersey Boys,2014.0,134.0,"Biography,Drama,Music",6.8,30410.0,WB,47000000.0,1.0,2014-06-20,40000000.0,65282732.0,0.176175325,0.6320683,en,Jersey Boys,6.933,6.9,380,False
385,Jigsaw,2017.0,92.0,"Crime,Horror,Mystery",5.8,57184.0,LGF,38100000.0,1.0,2017-10-27,10000000.0,102445196.0,2.8052832,9.2445196,en,Jigsaw,17.398,6.1,1887,False
386,Jobs,2013.0,128.0,"Biography,Drama",5.9,88788.0,ORF,16100000.0,1.0,2013-08-16,18000000.0,43402515.0,-0.10381055555555556,1.4112508333333333,en,Jobs,8.023,6.1,1622,False
387,John Carter,2012.0,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,BV,73100000.0,1.0,2012-03-09,275000000.0,282778100.0,-0.7343320763636364,0.028284,en,John Carter,18.549,6.1,3338,False
388,John Wick,2014.0,101.0,"Action,Crime,Thriller",7.4,449942.0,LG/S,43000000.0,1.0,2014-10-24,30000000.0,76235001.0,0.4345945,1.5411667,en,John Wick,78.123,7.2,10081,False
389,Johnny English Reborn,2011.0,101.0,"Action,Adventure,Comedy",6.3,110824.0,Uni.,8300000.0,1.0,2011-10-21,45000000.0,164640401.0,-0.8131842,2.6586755777777777,en,Johnny English Reborn,15.542,6.1,1810,False
390,Jonah Hex,2010.0,81.0,"Action,Drama,Fantasy",4.7,51860.0,WB,10500000.0,1.0,2010-06-18,47000000.0,11022696.0,-0.7755932553191489,-0.7654745531914894,en,Jonah Hex,13.467,4.6,708,False
391,Journey 2: The Mysterious Island,2012.0,94.0,"Action,Adventure,Comedy",5.8,83507.0,WB (NL),103900000.0,1.0,2012-02-10,79000000.0,318146162.0,0.3146872151898734,3.027166607594937,en,Journey 2: The Mysterious Island,14.454,5.9,2152,False
392,Joyful Noise,2012.0,118.0,"Comedy,Drama,Music",5.8,7575.0,WB,30900000.0,1.0,2012-01-13,27500000.0,31157914.0,0.1248041090909091,0.13301505454545454,en,Joyful Noise,6.787000000000001,6.4,70,False
393,Jumanji: Welcome to the Jungle,2017.0,119.0,"Action,Adventure,Comedy",7.0,242735.0,Sony,404500000.0,1.0,2017-12-20,90000000.0,964496193.0,3.494543511111111,9.716624366666666,en,Jumanji: Welcome to the Jungle,20.395,6.7,7213,False
394,Jumping the Broom,2011.0,112.0,"Comedy,Drama",5.7,9089.0,TriS,37300000.0,1.0,2011-05-06,7000000.0,38158601.0,4.327913428571429,4.4512287142857145,en,Jumping the Broom,8.477,6.0,103,False
395,Jurassic World,2015.0,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Uni.,652300000.0,1.0,2015-06-12,215000000.0,1648854864.0,2.0338168604651163,6.669092390697674,en,Jurassic World,20.709,6.6,14056,False
396,Jurassic World: Fallen Kingdom,2018.0,128.0,"Action,Adventure,Sci-Fi",6.2,219125.0,Uni.,417700000.0,1.0,2018-06-22,170000000.0,1305772799.0,1.4571750588235295,6.681016464705882,en,Jurassic World: Fallen Kingdom,34.958,6.5,5995,False
397,Just Getting Started,2017.0,91.0,"Action,Comedy",4.4,4829.0,BG,6100000.0,1.0,2017-12-08,22000000.0,6756412.0,-0.7241088636363636,-0.6928903636363636,en,Just Getting Started,8.459,4.9,94,False
398,Just Wright,2010.0,100.0,"Comedy,Romance,Sport",5.9,12466.0,FoxS,21500000.0,1.0,2010-05-14,12000000.0,21867665.0,0.79503025,0.8223054166666667,en,Just Wright,7.047000000000001,6.2,211,False
399,Justice League,2017.0,120.0,"Action,Adventure,Fantasy",6.5,329135.0,WB,229000000.0,1.0,2017-11-17,300000000.0,655945209.0,-0.23658568333333332,1.18648403,en,Justice League,34.953,6.2,7510,False
400,Justin Bieber: Never Say Never,2011.0,105.0,"Documentary,Music",1.6,74978.0,Par.,73000000.0,1.0,2011-02-11,13000000.0,99034125.0,4.616454615384615,6.618009615384615,en,Justin Bieber: Never Say Never,8.602,5.1,240,False
401,Katy Perry: Part of Me,2012.0,93.0,"Documentary,Music",5.9,13034.0,Par.,25300000.0,1.0,2012-07-05,12000000.0,32700439.0,1.1105059166666666,1.7250365833333334,en,Katy Perry: Part of Me,7.138999999999999,6.8,147,False
402,Keanu,2016.0,100.0,"Action,Comedy,Crime",6.3,41560.0,WB (NL),20600000.0,0.0,2016-04-29,15000000.0,20688141.0,0.3727902,0.3792094,en,Keanu,8.952,6.0,644,False
403,Kevin Hart: Laugh at My Pain,2011.0,89.0,"Comedy,Documentary",7.4,5081.0,,,0.0,2011-09-09,750000.0,7712436.0,9.275248,9.283248,en,Kevin Hart: Laugh at My Pain,6.558,7.4,76,False
404,Kevin Hart: Let Me Explain,2013.0,75.0,"Comedy,Documentary",6.8,7880.0,LG/S,32200000.0,1.0,2013-07-03,2500000.0,32327255.0,11.8976204,11.930902,en,Kevin Hart: Let Me Explain,8.476,6.9,142,False
405,Kevin Hart: What Now?,2016.0,96.0,"Comedy,Documentary",5.9,8134.0,,,0.0,2016-10-14,10000000.0,23591043.0,1.3591043,1.3591043,en,Kevin Hart: What Now?,7.7860000000000005,6.5,159,False
406,Khiladi 786,2012.0,141.0,"Action,Comedy",4.4,5648.0,Eros,379000.0,0.0,2012-12-07,5600000.0,14683763.0,-0.9311746428571429,1.6221005357142857,en,Khiladi 786,1.824,4.7,16,False
407,Kick-Ass,2010.0,117.0,"Action,Comedy",7.6,497363.0,LGF,48100000.0,1.0,2010-04-16,28000000.0,97531134.0,0.71683225,2.4832547857142857,en,Kick-Ass,13.08,7.1,7540,False
408,Kick-Ass 2,2013.0,103.0,"Action,Comedy,Crime",6.6,238832.0,Uni.,28800000.0,1.0,2013-08-16,28000000.0,63129909.0,0.028428035714285715,1.2546396071428572,en,Kick-Ass 2,14.793,6.4,3785,False
409,Kicks,2016.0,80.0,"Adventure,Drama",6.3,3789.0,,,0.0,2016-09-09,10000000.0,150191.0,-0.9849809,-0.9849809,en,Kicks,4.002,6.6,50,False
410,Kill the Messenger,2014.0,112.0,"Biography,Crime,Drama",7.0,41231.0,Focus,2500000.0,0.0,2014-10-10,5000000.0,6656705.0,-0.5098308,0.331341,en,Kill the Messenger,10.062000000000001,6.6,507,False
411,Killer Elite,2011.0,116.0,"Action,Crime,Thriller",6.5,117711.0,ORF,25100000.0,1.0,2011-09-23,70000000.0,65409046.0,-0.6410716285714285,-0.06558505714285714,en,Killer Elite,15.135,6.2,1093,False
412,Killing Them Softly,2012.0,97.0,"Crime,Thriller",6.2,124086.0,Wein.,15000000.0,1.0,2012-11-30,15000000.0,39238443.0,-0.0036306,1.6158962,en,Killing Them Softly,11.298,6.0,1105,False
413,Kin,2018.0,102.0,"Action,Drama,Sci-Fi",5.7,9048.0,LGF,5700000.0,1.0,2018-08-31,30000000.0,10096821.0,-0.8093968,-0.6634393,en,Kin,23.805,6.2,289,False
414,King Arthur: Legend of the Sword,2017.0,126.0,"Action,Adventure,Drama",6.8,169054.0,WB,39200000.0,1.0,2017-05-12,175000000.0,139630336.0,-0.77614248,-0.2021123657142857,en,King Arthur: Legend of the Sword,21.793000000000003,6.5,3305,False
415,Kingsman: The Golden Circle,2017.0,141.0,"Action,Adventure,Comedy",6.8,230797.0,Fox,100200000.0,1.0,2017-09-22,104000000.0,408803696.0,-0.03620348076923077,2.930804769230769,en,Kingsman: The Golden Circle,24.337,7.0,5531,False
416,Kites,2010.0,123.0,"Action,Drama,Romance",6.1,11353.0,Relbig.,1600000.0,1.0,2010-05-21,9200000.0,17155193.0,-0.8168185869565218,0.8646948913043478,hi,Kites,6.058,5.8,67,False
417,Knight and Day,2010.0,109.0,"Action,Adventure,Comedy",6.3,169840.0,,,0.0,2010-06-23,117000000.0,258751370.0,-0.3468116666666667,1.211550170940171,en,Knight and Day,17.713,6.0,2494,False
418,Kong: Skull Island,2017.0,118.0,"Action,Adventure,Fantasy",6.6,237720.0,WB,168100000.0,1.0,2017-03-10,185000000.0,561072059.0,-0.09160642162162162,2.0328219405405403,en,Kong: Skull Island,29.388,6.3,6054,False
419,Krampus,2015.0,98.0,"Comedy,Fantasy,Horror",6.2,55400.0,Uni.,42700000.0,1.0,2015-12-04,15000000.0,61788393.0,1.848365,3.1192262,en,Krampus,9.417,6.0,1046,False
420,Kubo and the Two Strings,2016.0,101.0,"Action,Adventure,Animation",7.8,105578.0,Focus,48000000.0,1.0,2016-08-19,55000000.0,77548122.0,-0.12685294545454545,0.40996585454545453,en,Kubo and the Two Strings,13.847000000000001,7.7,2029,False
421,Kung Fu Panda 3,2016.0,95.0,"Action,Adventure,Animation",7.1,116166.0,Fox,143500000.0,1.0,2016-01-29,140000000.0,517599142.0,0.02520442142857143,2.6971367285714285,en,Kung Fu Panda 3,16.248,6.7,2944,False
422,LOL,2012.0,97.0,"Comedy,Drama,Romance",4.4,51424.0,,,0.0,2012-05-04,11000000.0,10431506.0,-1.0,-0.05168127272727273,en,LOL,12.43,6.1,1810,False
423,La La Land,2016.0,128.0,"Comedy,Drama,Music",8.0,436070.0,LG/S,151100000.0,1.0,2016-12-09,20000000.0,426351163.0,6.55509015,20.31755815,en,La La Land,16.275,7.9,10028,False
424,Lady Bird,2017.0,94.0,"Comedy,Drama",7.4,177677.0,A24,49000000.0,1.0,2017-11-03,10000000.0,78610769.0,3.8958273,6.8610769,en,Lady Bird,15.974,7.3,3866,False
425,Le Havre,2011.0,93.0,"Comedy,Drama",7.2,18490.0,Jan.,612000.0,1.0,2011-10-21,5500000.0,13480196.0,-0.8887801818181819,1.4509447272727272,fr,Le Havre,5.973,6.9,169,False
426,Leap Year,2010.0,100.0,"Comedy,Romance",6.5,86125.0,Uni.,25900000.0,1.0,2010-01-08,19000000.0,32618920.0,0.3641536842105263,0.7167852631578947,en,Leap Year,11.821,6.7,990,False
427,Legend,2015.0,132.0,"Biography,Crime,Drama",7.0,138947.0,Uni.,1900000.0,1.0,2015-11-20,25000000.0,42425450.0,-0.92508024,0.697018,en,Legend,10.195,6.8,1692,False
428,Legend of the Guardians: The Owls of Ga'Hoole,2010.0,97.0,"Action,Adventure,Animation",7.0,73790.0,WB,55700000.0,1.0,2010-09-24,100000000.0,139716717.0,-0.44324687,0.39716717,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754000000000001,6.6,1223,False
429,Legion,2010.0,100.0,"Action,Fantasy,Horror",5.2,92709.0,,,0.0,2010-01-22,26000000.0,67647574.0,0.5449261538461538,1.6018297692307693,en,Legion,12.032,5.3,1154,False
430,Letters to God,2010.0,110.0,"Drama,Family",6.3,4443.0,Viv.,2800000.0,1.0,2010-04-09,3000000.0,3237452.0,-0.050471,0.07915066666666666,en,Letters to God,4.242,6.9,71,False
431,Letters to Juliet,2010.0,105.0,"Adventure,Comedy,Drama",6.6,86137.0,Sum.,53000000.0,1.0,2010-05-14,30000000.0,82148538.0,0.7677484333333333,1.7382846,en,Letters to Juliet,9.394,6.9,1706,False
432,Life of Pi,2012.0,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,Fox,125000000.0,1.0,2012-11-21,120000000.0,620912003.0,0.04155851666666667,4.174266691666666,en,Life of Pi,15.0,7.3,8723,False
433,Lights Out,2016.0,90.0,Documentary,6.5,49.0,WB (NL),67300000.0,1.0,2016-07-22,5000000.0,148806510.0,12.453767,28.761302,en,Lights Out,12.408,6.3,2220,False
434,Live by Night,2016.0,129.0,"Action,Crime,Drama",6.4,47243.0,,,0.0,2016-12-25,65000000.0,21774432.0,-0.8403299230769231,-0.6650087384615384,en,Live by Night,11.322000000000001,6.2,759,False
435,Lockout,2012.0,95.0,"Action,Sci-Fi,Thriller",6.1,89554.0,FD,14300000.0,1.0,2012-04-13,20000000.0,33943049.0,-0.28365675,0.69715245,en,Lockout,11.273,5.9,1004,False
436,Logan,2017.0,137.0,"Action,Drama,Sci-Fi",8.1,560270.0,,,0.0,2017-03-03,127000000.0,615461394.0,0.7817091968503938,3.846152708661417,en,Logan,45.0,7.8,12330,False
437,Logan Lucky,2017.0,118.0,"Comedy,Crime,Drama",7.0,105966.0,BST,27800000.0,1.0,2017-08-18,29000000.0,44264271.0,-0.042115793103448276,0.5263541724137931,en,Logan Lucky,15.743,6.7,1627,False
438,London Fields,2018.0,118.0,"Crime,Mystery,Thriller",4.3,2871.0,,,0.0,2018-10-26,8000000.0,433732.0,-0.9684155,-0.9457835,en,London Fields,8.557,5.3,59,False
439,London Has Fallen,2016.0,99.0,"Action,Thriller",5.9,124757.0,Focus,62500000.0,1.0,2016-03-04,60000000.0,195194085.0,0.042071,2.25323475,en,London Has Fallen,15.287,5.9,2591,False
440,Looper,2012.0,113.0,"Action,Crime,Drama",7.4,500595.0,TriS,66500000.0,1.0,2012-09-28,30000000.0,170466405.0,1.2162068333333333,4.6822135,en,Looper,16.779,6.8,6723,False
441,Lottery Ticket,2010.0,99.0,Comedy,5.0,10042.0,,,0.0,2010-08-20,17000000.0,24719879.0,0.4541105294117647,0.4541105294117647,en,Lottery Ticket,7.699,5.7,92,False
442,Love Ranch,2010.0,117.0,"Biography,Comedy,Drama",5.6,2742.0,,,0.0,2010-06-30,25000000.0,146149.0,-0.9944846,-0.99415404,en,Love Ranch,6.185,6.1,28,False
443,Love the Coopers,2015.0,107.0,"Comedy,Fantasy,Romance",5.8,18018.0,LGF,26300000.0,1.0,2015-11-13,18000000.0,42227490.0,0.46126283333333334,1.3459716666666666,en,Love the Coopers,8.261000000000001,5.8,384,False
444,"Love, Simon",2018.0,110.0,"Comedy,Drama,Romance",7.6,81575.0,Fox,40800000.0,1.0,2018-03-16,10000000.0,65520633.0,3.0826341,5.5520633,en,"Love, Simon",15.607999999999999,8.2,3165,False
445,Loving,2016.0,123.0,"Biography,Drama,Romance",7.0,28079.0,Focus,7800000.0,1.0,2016-11-04,9000000.0,12898064.0,-0.14330733333333334,0.43311822222222224,en,Loving,8.506,6.7,529,False
446,MacGruber,2010.0,90.0,"Action,Comedy,Romance",5.5,39782.0,Uni.,8500000.0,1.0,2010-05-21,10000000.0,8629895.0,-0.14744,-0.1370105,en,MacGruber,7.666,5.3,270,False
447,Machete,2010.0,105.0,"Action,Crime,Thriller",6.6,182320.0,Fox,26600000.0,1.0,2010-09-03,12500000.0,46370970.0,1.12749168,2.7096776,en,Machete,12.557,6.3,1862,False
448,Machete Kills,2013.0,107.0,"Action,Crime,Sci-Fi",5.6,69968.0,ORF,8000000.0,1.0,2013-10-11,20000000.0,18273009.0,-0.59959195,-0.08634955,en,Machete Kills,10.36,5.5,1079,False
449,Machine Gun Preacher,2011.0,129.0,"Action,Biography,Crime",6.8,60074.0,Rela.,539000.0,1.0,2011-09-23,30000000.0,3721988.0,-0.9820436666666666,-0.8759337333333334,en,Machine Gun Preacher,9.12,6.5,477,False
450,Mad Max: Fury Road,2015.0,120.0,"Action,Adventure,Sci-Fi",8.1,780910.0,WB,153600000.0,1.0,2015-05-15,150000000.0,370098020.0,0.02424236,1.4673201333333334,en,Mad Max: Fury Road,28.099,7.4,14454,False
451,Madagascar 3: Europe's Most Wanted,2012.0,93.0,"Adventure,Animation,Comedy",6.8,146858.0,P/DW,216400000.0,1.0,2012-06-08,145000000.0,746921271.0,0.4923550482758621,4.151181179310345,en,Madagascar 3: Europe's Most Wanted,18.705,6.5,3380,False
452,Made in Dagenham,2010.0,113.0,"Biography,Comedy,Drama",7.2,13121.0,SPC,1100000.0,1.0,2010-11-19,8000000.0,15644196.0,-0.863078875,0.9555245,en,Made in Dagenham,7.275,6.6,150,False
453,Madea's Big Happy Family,2011.0,106.0,"Comedy,Drama",4.7,6996.0,,,0.0,2011-04-22,25000000.0,54160818.0,1.13381148,1.16643272,en,Madea's Big Happy Family,9.392999999999999,6.7,71,False
454,Magic Mike,2012.0,110.0,"Comedy,Drama",6.1,123955.0,WB,113700000.0,1.0,2012-06-29,7000000.0,170549753.0,15.245938714285714,23.364250428571427,en,Magic Mike,13.7,6.1,1850,False
455,Magic Mike XXL,2015.0,115.0,"Comedy,Drama,Music",5.6,48497.0,WB,66000000.0,1.0,2015-07-01,14500000.0,123660597.0,3.552624620689655,7.528317034482758,en,Magic Mike XXL,8.681000000000001,6.2,1110,False
456,Maleficent,2014.0,97.0,"Action,Adventure,Family",7.0,305832.0,BV,241400000.0,1.0,2014-05-30,180000000.0,758536735.0,0.34115182222222223,3.2140929722222222,en,Maleficent,19.274,7.0,8143,False
457,Man of Steel,2013.0,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,WB,291000000.0,1.0,2013-06-14,225000000.0,667999518.0,0.29353563555555556,1.9688867466666666,en,Man of Steel,27.666999999999998,6.5,9758,False
458,Man on a Ledge,2012.0,102.0,"Action,Adventure,Crime",6.6,137507.0,LG/S,18600000.0,1.0,2012-01-27,42000000.0,49621440.0,-0.5566666666666666,0.18146285714285715,en,Man on a Ledge,11.263,6.3,1460,False
459,Manchester by the Sea,2016.0,137.0,Drama,7.8,214557.0,RAtt.,47700000.0,1.0,2016-11-18,8500000.0,77733867.0,4.611220117647059,8.145160823529412,en,Manchester by the Sea,16.637999999999998,7.5,3176,False
460,Mao's Last Dancer,2010.0,87.0,,6.5,49.0,Gold.,4800000.0,1.0,2010-08-20,18000000.0,25941437.0,-0.7329583333333334,0.44119094444444446,en,Mao's Last Dancer,2.681,7.0,45,False
461,Margaret,2011.0,150.0,Drama,6.5,14708.0,FoxS,46500.0,0.0,2011-09-30,14000000.0,623292.0,-0.9966296428571428,-0.9554791428571429,en,Margaret,8.747,6.3,138,False
462,Margin Call,2011.0,107.0,"Drama,Thriller",7.1,107264.0,RAtt.,5400000.0,1.0,2011-10-21,3400000.0,20433227.0,0.5745841176470589,5.009772647058823,en,Margin Call,9.498,6.8,856,False
463,Marmaduke,2010.0,87.0,"Comedy,Family",4.2,13283.0,Fox,33600000.0,1.0,2010-06-04,50000000.0,89895930.0,-0.32710424,0.7979186,en,Marmaduke,8.487,5.1,367,False
464,Mars Needs Moms,2011.0,88.0,"Adventure,Animation,Family",5.4,19823.0,BV,21400000.0,1.0,2011-03-11,150000000.0,39549758.0,-0.8573816133333333,-0.7363349466666667,en,Mars Needs Moms,8.852,5.7,299,False
465,Marshall,2017.0,118.0,"Biography,Crime,Drama",7.2,14419.0,,,0.0,2017-10-13,12000000.0,10116816.0,-0.16236175,-0.156932,en,Marshall,7.879,7.3,257,False
466,Martha Marcy May Marlene,2011.0,102.0,"Drama,Mystery,Thriller",6.9,45873.0,FoxS,3000000.0,1.0,2011-10-21,1000000.0,5438911.0,1.981038,4.438911,en,Martha Marcy May Marlene,9.477,6.7,413,False
467,Mary Poppins Returns,2018.0,130.0,"Comedy,Family,Fantasy",6.9,52103.0,BV,172000000.0,1.0,2018-12-19,130000000.0,341528518.0,0.3227572153846154,1.6271424461538462,en,Mary Poppins Returns,30.419,6.6,1457,False
468,Mary Queen of Scots,2018.0,124.0,"Biography,Drama,History",6.3,23866.0,Focus,16500000.0,1.0,2018-12-07,25000000.0,46734733.0,-0.34126004,0.86938932,en,Mary Queen of Scots,16.115,6.6,592,False
469,Max,2015.0,111.0,"Adventure,Drama,Family",6.8,23976.0,,,0.0,2015-06-26,20000000.0,43658157.0,1.13281275,1.18290785,en,Max,7.766,6.8,407,False
470,Max Steel,2016.0,92.0,"Action,Adventure,Family",4.6,16788.0,ORF,3800000.0,1.0,2016-10-14,10000000.0,4563080.0,-0.6181336,-0.543692,en,Max Steel,8.88,5.2,383,False
471,Maze Runner: The Death Cure,2018.0,143.0,"Action,Sci-Fi,Thriller",6.2,91286.0,Fox,58000000.0,1.0,2018-01-26,61000000.0,265878536.0,-0.048648475409836064,3.358664524590164,en,Maze Runner: The Death Cure,23.166,7.0,3894,False
472,Maze Runner: The Scorch Trials,2015.0,131.0,"Action,Sci-Fi,Thriller",6.3,201143.0,Fox,81700000.0,1.0,2015-09-18,61000000.0,310566162.0,0.3392982295081967,4.09124855737705,en,Maze Runner: The Scorch Trials,17.31,6.6,6365,False
473,"McFarland, USA",2015.0,129.0,"Biography,Drama,Sport",7.4,31735.0,BV,44500000.0,1.0,2015-02-20,17000000.0,45707924.0,1.6164867647058823,1.688701411764706,en,"McFarland, USA",8.197000000000001,7.3,358,False
474,Me Before You,2016.0,106.0,"Drama,Romance",7.4,174567.0,WB (NL),56200000.0,1.0,2016-06-03,20000000.0,208265198.0,1.81225375,9.4132599,en,Me Before You,16.917,7.7,5939,False
475,Me and Earl and the Dying Girl,2015.0,105.0,"Comedy,Drama,Romance",7.8,112627.0,FoxS,6800000.0,1.0,2015-06-12,8000000.0,9266180.0,-0.155198,0.1582725,en,Me and Earl and the Dying Girl,8.677,7.6,1570,False
476,Mechanic: Resurrection,2016.0,98.0,"Action,Adventure,Thriller",5.7,67275.0,LG/S,21200000.0,1.0,2016-08-26,40000000.0,109738840.0,-0.469539925,1.743471,en,Mechanic: Resurrection,16.302,5.6,1929,False
477,Meet the Blacks,2016.0,94.0,"Comedy,Horror",5.9,34669.0,,,0.0,2016-04-01,900000.0,9097072.0,9.107857777777777,9.107857777777777,en,Meet the Blacks,6.131,4.4,139,False
478,Meet the Mormons,2014.0,78.0,Documentary,6.9,1897.0,,,0.0,2014-10-10,2000000.0,6049171.0,2.0236815,2.0245855,es,Conozcca a los mormones,0.6,5.4,7,True
479,Men in Black 3,2012.0,106.0,"Action,Adventure,Comedy",6.8,309879.0,,,0.0,2012-05-25,215000000.0,654213485.0,-0.16734486511627908,2.042853418604651,en,Men in Black 3,26.176,6.4,6398,False
480,Middle School: The Worst Years of My Life,2016.0,92.0,"Comedy,Family",6.1,6413.0,LGF,20000000.0,1.0,2016-10-07,8500000.0,23311293.0,1.3537822352941176,1.7425050588235294,en,Middle School: The Worst Years of My Life,8.479,7.0,190,False
481,Midnight Special,2016.0,112.0,"Action,Drama,Mystery",6.6,67921.0,WB,3700000.0,1.0,2016-03-18,18000000.0,7680250.0,-0.7937621111111111,-0.5733194444444445,en,Midnight Special,8.652999999999999,6.3,1105,False
