,title,year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,release_date,production_budget,worldwide_gross,domestic_roi,worldwide_roi,original_language,original_title,popularity,vote_average,vote_count,title_change
738,The Devil Inside,2012.0,83.0,Horror,4.2,33522.0,Par.,53300000.0,1.0,2012-01-06,1000000.0,101759490.0,52.262945,100.75949,en,The Devil Inside,7.403,4.7,441,False
739,The Devil's Double,2011.0,109.0,"Biography,Drama,Thriller",7.1,58342.0,LGF,1400000.0,0.0,2011-07-29,19100000.0,5965646.0,-0.9287166492146597,-0.6876625130890053,en,The Devil's Double,7.505,6.7,291,False
740,The Dictator,2012.0,83.0,Comedy,6.4,250976.0,Par.,59700000.0,1.0,2012-05-16,65000000.0,180148897.0,-0.08230427692307693,1.7715214923076923,en,The Dictator,12.592,6.0,3042,False
741,The Dirties,2013.0,83.0,"Crime,Drama",6.8,5728.0,,,0.0,2013-10-04,55000.0,0.0,-1.0,-1.0,en,The Dirties,2.971,6.1,57,False
742,The Disappointments Room,2016.0,85.0,"Drama,Horror,Thriller",3.9,8167.0,Rela.,2400000.0,0.0,2016-09-09,15000000.0,3503761.0,-0.8384355333333333,-0.7664159333333334,en,The Disappointments Room,6.324,4.4,272,False
743,The Disaster Artist,2017.0,104.0,"Biography,Comedy,Drama",7.4,111737.0,A24,21100000.0,1.0,2017-12-01,10000000.0,28717667.0,1.1120616,1.8717667,en,The Disaster Artist,13.27,7.2,1895,False
744,The Dog Lover,2016.0,101.0,Drama,5.6,620.0,,,0.0,2016-07-08,2000000.0,0.0,-1.0,-1.0,en,The Dog Lover,1.61,5.9,11,False
745,The East,2013.0,116.0,"Adventure,Drama,Thriller",6.8,46804.0,FoxS,2300000.0,1.0,2013-05-31,6500000.0,3027956.0,-0.650054,-0.5341606153846153,en,The East,8.044,6.6,438,False
746,The Edge of Seventeen,2016.0,104.0,"Comedy,Drama",7.3,87602.0,STX,14400000.0,1.0,2016-11-18,9000000.0,19096003.0,0.6035147777777777,1.1217781111111111,en,The Edge of Seventeen,11.546,7.2,2224,False
747,The Equalizer,2014.0,132.0,"Action,Crime,Thriller",7.2,302302.0,Sony,101500000.0,1.0,2014-09-26,55000000.0,192903624.0,0.8460134181818182,2.507338618181818,en,The Equalizer,28.941999999999997,7.2,4989,False
748,The Equalizer 2,2018.0,121.0,"Action,Crime,Thriller",6.7,97963.0,Sony,102100000.0,1.0,2018-07-20,77000000.0,190453132.0,0.32577093506493504,1.4734172987012988,en,The Equalizer 2,22.961,6.4,2089,False
749,The Expendables 2,2012.0,103.0,"Action,Adventure,Thriller",6.6,277584.0,LGF,85000000.0,1.0,2012-08-17,100000000.0,311979256.0,-0.14971808,2.11979256,en,The Expendables 2,17.215999999999998,6.2,4219,False
750,The Expendables 3,2014.0,126.0,"Action,Adventure,Thriller",6.1,156432.0,LGF,39300000.0,1.0,2014-08-15,100000000.0,209461378.0,-0.60677456,1.09461378,en,The Expendables 3,18.797,6.1,2876,False
751,The Fate of the Furious,2017.0,136.0,"Action,Crime,Thriller",6.7,179774.0,Uni.,226000000.0,1.0,2017-04-14,250000000.0,1234846267.0,-0.09694094,3.939385068,en,The Fate of the Furious,28.668000000000003,6.9,6335,False
752,The Favourite,2018.0,119.0,"Biography,Drama,History",7.6,116011.0,FoxS,34400000.0,1.0,2018-11-23,15000000.0,94113929.0,1.2911188666666666,5.274261933333333,en,The Favourite,28.651,7.7,2096,False
753,The Fifth Estate,2013.0,128.0,"Biography,Drama,Thriller",6.2,36392.0,BV,3300000.0,1.0,2013-10-18,26000000.0,6154172.0,-0.8748395384615385,-0.7633010769230769,en,The Fifth Estate,6.611000000000001,5.9,549,False
754,The Finest Hours,2016.0,117.0,"Action,Drama,History",6.8,55981.0,BV,27600000.0,1.0,2016-01-29,70000000.0,49252761.0,-0.6061491714285714,-0.2963891285714286,en,The Finest Hours,12.673,6.4,943,False
755,The First Purge,2018.0,98.0,"Action,Horror,Sci-Fi",5.1,41741.0,Uni.,69500000.0,1.0,2018-07-04,13000000.0,136617305.0,4.345288076923077,9.509023461538462,en,The First Purge,28.44,5.8,1846,False
756,The Five-Year Engagement,2012.0,124.0,"Comedy,Romance",6.2,88469.0,Uni.,28800000.0,1.0,2012-04-27,30000000.0,61623819.0,-0.04332383333333333,1.0541273,en,The Five-Year Engagement,10.729000000000001,5.8,742,False
757,The Florida Project,2017.0,111.0,Drama,7.6,72193.0,A24,5900000.0,0.0,2017-10-06,2000000.0,11295324.0,1.952183,4.647662,en,The Florida Project,11.597000000000001,7.4,1125,False
758,The Forest,2016.0,109.0,"Drama,Fantasy,Horror",6.5,222.0,Focus,26600000.0,1.0,2016-01-08,10000000.0,40749230.0,1.6594261,3.074923,en,The Forest,10.068999999999999,5.0,957,False
759,The Frozen Ground,2013.0,105.0,"Crime,Drama,Mystery",6.4,51915.0,,,0.0,2013-08-23,19200000.0,5617460.0,-1.0,-0.7074239583333334,en,The Frozen Ground,10.34,6.3,762,False
760,The Future,2011.0,91.0,"Drama,Fantasy,Romance",6.2,7648.0,RAtt.,569000.0,0.0,2011-07-29,1000000.0,1239174.0,-0.431338,0.239174,en,The Future,3.8360000000000003,5.8,38,False
761,The Gallows,2015.0,81.0,"Horror,Mystery,Thriller",4.2,17763.0,WB (NL),22800000.0,1.0,2015-07-10,100000.0,41656474.0,226.6441,415.56474,en,The Gallows,9.166,4.8,591,False
762,The Giant Mechanical Man,2012.0,95.0,"Comedy,Drama,Romance",6.7,8921.0,,,0.0,2012-04-27,900000.0,7396.0,-0.9917822222222222,-0.9917822222222222,en,The Giant Mechanical Man,5.945,6.3,70,False
763,The Good Dinosaur,2015.0,93.0,"Adventure,Animation,Comedy",6.7,91465.0,BV,123100000.0,1.0,2015-11-25,187500000.0,333771037.0,-0.34353536,0.7801121973333334,en,The Good Dinosaur,17.675,6.7,3135,False
764,The Good Heart,2010.0,87.0,,6.5,49.0,Magn.,20900.0,1.0,2010-04-30,3800000.0,340930.0,-0.9944921052631579,-0.9102815789473684,en,The Good Heart,2.3209999999999997,6.4,30,False
765,The Grand Budapest Hotel,2014.0,99.0,"Adventure,Comedy,Crime",8.1,633604.0,FoxS,59300000.0,1.0,2014-03-07,31000000.0,163981261.0,0.9056780322580645,4.289718096774194,en,The Grand Budapest Hotel,18.31,8.0,8091,False
766,The Great Gatsby,2013.0,143.0,"Drama,Romance",7.3,433165.0,,,0.0,2013-05-10,190000000.0,351040419.0,-0.23768200526315789,0.847581152631579,en,The Great Gatsby,15.397,7.4,7120,False
767,The Great Wall,2017.0,72.0,Documentary,6.5,24.0,Uni.,45500000.0,1.0,2017-02-17,150000000.0,334486852.0,-0.6989526333333334,1.2299123466666666,en,The Great Wall,19.144000000000002,5.8,2775,False
768,The Greatest Showman,2017.0,105.0,"Biography,Drama,Musical",7.6,199663.0,Fox,174300000.0,1.0,2017-12-20,84000000.0,386665550.0,1.0754782619047618,3.6031613095238093,en,The Greatest Showman,22.009,8.0,5197,False
769,The Guard,2011.0,96.0,"Comedy,Crime,Thriller",7.3,75183.0,SPC,5400000.0,1.0,2011-07-29,6000000.0,21197454.0,-0.10670433333333333,2.532909,en,The Guard,10.177,6.9,563,False
770,The Guilt Trip,2012.0,95.0,"Comedy,Drama",5.8,33702.0,Par.,37100000.0,1.0,2012-12-19,40000000.0,41294674.0,-0.071644625,0.03236685,en,The Guilt Trip,8.939,5.4,403,False
771,The Hateful Eight,2015.0,168.0,"Crime,Drama,Mystery",7.8,434966.0,Wein.,54100000.0,1.0,2015-12-25,62000000.0,147864886.0,-0.1271384516129032,1.3849175161290324,en,The Hateful Eight,20.680999999999997,7.7,8065,False
772,The Heat,2013.0,117.0,"Action,Comedy,Crime",6.6,153501.0,Fox,159600000.0,1.0,2013-06-28,43000000.0,229727774.0,2.711199697674419,4.342506372093023,en,The Heat,16.912,6.6,2441,False
773,The Help,2011.0,146.0,Drama,8.1,392699.0,BV,169700000.0,1.0,2011-08-10,25000000.0,213120004.0,5.78822348,7.52480016,en,The Help,12.597999999999999,8.1,3944,False
774,The Hobbit: An Unexpected Journey,2012.0,169.0,"Adventure,Family,Fantasy",7.9,719629.0,WB (NL),303000000.0,1.0,2012-12-14,250000000.0,1017003568.0,0.212014272,3.068014272,en,The Hobbit: An Unexpected Journey,26.939,7.2,12076,False
775,The Hobbit: The Battle of the Five Armies,2014.0,144.0,"Adventure,Fantasy",7.4,438621.0,WB (NL),255100000.0,1.0,2014-12-17,250000000.0,945577621.0,0.020479152,2.782310484,en,The Hobbit: The Battle of the Five Armies,53.783,7.3,8392,False
776,The Hobbit: The Desolation of Smaug,2013.0,161.0,"Adventure,Fantasy",7.8,565563.0,WB (NL),258399999.0,1.0,2013-12-13,250000000.0,960366855.0,0.03346742,2.84146742,en,The Hobbit: The Desolation of Smaug,21.275,7.6,7739,False
777,The Hundred-Foot Journey,2014.0,122.0,"Comedy,Drama",7.3,69562.0,BV,54200000.0,1.0,2014-08-08,22000000.0,94270488.0,1.4652473181818182,3.285022181818182,en,The Hundred-Foot Journey,8.26,7.3,785,False
778,The Hunger Games,2012.0,142.0,"Action,Adventure,Sci-Fi",7.2,795227.0,LGF,408000000.0,1.0,2012-03-23,80000000.0,677923379.0,4.10013365,7.4740422375,en,The Hunger Games,14.212,7.1,14587,False
779,The Hunger Games: Catching Fire,2013.0,146.0,"Action,Adventure,Sci-Fi",7.5,575455.0,LGF,424700000.0,1.0,2013-11-22,130000000.0,864868047.0,2.2666772846153846,5.652831130769231,en,The Hunger Games: Catching Fire,20.187,7.4,11170,False
780,The Hunger Games: Mockingjay - Part 1,2014.0,123.0,"Action,Adventure,Sci-Fi",6.6,379050.0,LGF,337100000.0,1.0,2014-11-21,125000000.0,766575131.0,1.69708708,5.132601048,en,The Hunger Games: Mockingjay - Part 1,33.836999999999996,6.8,10087,False
781,The Hurricane Heist,2018.0,103.0,"Action,Adventure,Crime",5.1,15326.0,ENTMP,6100000.0,0.0,2018-03-09,40000000.0,30963684.0,-0.8471044,-0.2259079,en,The Hurricane Heist,13.335,5.4,476,False
782,The Ides of March,2011.0,101.0,"Drama,Thriller",7.1,207417.0,Sony,41000000.0,1.0,2011-10-07,23000000.0,77735925.0,0.7809797391304348,2.3798228260869565,en,The Ides of March,10.127,6.7,1405,False
783,The Incredible Burt Wonderstone,2013.0,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,WB (NL),22500000.0,1.0,2013-03-15,32000000.0,27392609.0,-0.29569121875,-0.14398096875,en,The Incredible Burt Wonderstone,9.362,5.4,920,False
784,The Infiltrator,2016.0,127.0,"Biography,Crime,Drama",7.0,61547.0,BG,15400000.0,0.0,2016-07-13,47500000.0,20718104.0,-0.6750145684210527,-0.5638293894736842,en,The Infiltrator,9.588,6.6,943,False
785,The Intern,2015.0,121.0,"Comedy,Drama",7.1,191494.0,WB,75800000.0,1.0,2015-09-25,40000000.0,197115710.0,0.8941168,3.92789275,en,The Intern,14.377,7.1,3373,False
786,The Internship,2013.0,119.0,Comedy,6.3,179817.0,Fox,44700000.0,1.0,2013-06-07,58000000.0,93672764.0,-0.22977993103448277,0.6150476551724138,en,The Internship,0.6,6.2,2631,False
787,The Jungle Book,2016.0,106.0,"Adventure,Drama,Family",7.4,240821.0,,,0.0,2016-04-15,175000000.0,962854547.0,1.0800064171428572,4.502025982857143,en,The Jungle Book,20.129,6.8,5257,False
788,The Kids Are All Right,2010.0,106.0,"Comedy,Drama,Romance",7.0,120656.0,Focus,20800000.0,1.0,2010-07-09,4000000.0,36275469.0,4.20284125,8.06886725,en,The Kids Are All Right,8.426,6.6,854,False
789,The Last Airbender,2010.0,103.0,"Action,Adventure,Family",4.1,137734.0,Par.,131800000.0,1.0,2010-07-01,150000000.0,319713881.0,-0.12151875333333333,1.1314258733333333,en,The Last Airbender,16.595,4.6,2143,False
790,The Last Days on Mars,2013.0,98.0,"Adventure,Horror,Sci-Fi",5.5,33137.0,,,0.0,2013-12-06,10600000.0,261364.0,-0.9977279245283018,-0.9753430188679245,en,The Last Days on Mars,8.759,5.3,407,False
791,The Last Exorcism,2010.0,87.0,"Drama,Horror,Thriller",5.6,45815.0,LGF,41000000.0,1.0,2010-08-27,1800000.0,70165900.0,21.79686111111111,37.98105555555556,en,The Last Exorcism,9.35,5.6,519,False
792,The Last Exorcism Part II,2013.0,88.0,"Drama,Horror,Thriller",4.0,15124.0,CBS,15200000.0,0.0,2013-03-01,4000000.0,25448707.0,2.79482575,5.36217675,en,The Last Exorcism Part II,7.561,4.5,297,False
793,The Last Song,2010.0,107.0,"Drama,Music,Romance",6.0,74914.0,BV,63000000.0,1.0,2010-03-31,20000000.0,92678948.0,2.1475192,3.6339474,en,The Last Song,9.237,7.2,2199,False
794,The Last Witch Hunter,2015.0,106.0,"Action,Adventure,Fantasy",6.0,86118.0,LG/S,27400000.0,1.0,2015-10-23,80000000.0,130818912.0,-0.65790425,0.6352364,en,The Last Witch Hunter,16.685,5.8,2193,False
795,The Lazarus Effect,2015.0,83.0,"Horror,Mystery,Sci-Fi",5.2,37675.0,Rela.,25800000.0,1.0,2015-02-27,5000000.0,38359310.0,4.160314,6.671862,en,The Lazarus Effect,10.157,5.1,825,False
796,The Legend of Hercules,2014.0,99.0,"Action,Adventure,Fantasy",4.2,50352.0,LG/S,18800000.0,1.0,2014-01-10,70000000.0,58953319.0,-0.7307351714285715,-0.15780972857142858,en,The Legend of Hercules,13.754000000000001,4.5,805,False
797,The Legend of Tarzan,2016.0,110.0,"Action,Adventure,Drama",6.3,150154.0,WB,126600000.0,1.0,2016-07-01,180000000.0,348902025.0,-0.2964274388888889,0.9383445833333334,en,The Legend of Tarzan,14.797,5.8,4102,False
798,The Lego Batman Movie,2017.0,104.0,"Action,Animation,Comedy",7.3,116433.0,,,0.0,2017-02-10,80000000.0,310660018.0,1.1968798,2.883250225,en,The Lego Batman Movie,19.352,7.2,2882,False
799,The Lego Movie,2014.0,100.0,"Action,Adventure,Animation",7.8,304179.0,,,0.0,2014-02-07,60000000.0,457729388.0,3.2964119666666667,6.628823133333333,en,The Lego Movie,19.375,7.4,4839,False
800,The Lego Ninjago Movie,2017.0,101.0,"Action,Adventure,Animation",6.0,18926.0,,,0.0,2017-09-22,70000000.0,122737201.0,-0.15312064285714286,0.7533885857142857,en,The Lego Ninjago Movie,14.607000000000001,6.3,424,False
801,The Light Between Oceans,2016.0,133.0,"Drama,Romance",7.2,46247.0,BV,12500000.0,1.0,2016-09-02,20000000.0,22281732.0,-0.37270105,0.1140866,en,The Light Between Oceans,29.886999999999997,7.1,831,False
802,The Lincoln Lawyer,2011.0,118.0,"Crime,Drama,Thriller",7.3,196109.0,LGF,58000000.0,1.0,2011-03-18,40000000.0,87145086.0,0.45023,1.17862715,en,The Lincoln Lawyer,11.812000000000001,7.1,1525,False
803,The Longest Ride,2015.0,123.0,"Drama,Romance",7.1,70327.0,Fox,37400000.0,1.0,2015-04-10,34000000.0,63802928.0,0.10135638235294117,0.8765567058823529,en,The Longest Ride,11.168,7.5,1908,False
804,The Looking Glass,2015.0,110.0,"Drama,Music",5.8,156.0,,,0.0,2015-10-23,300000.0,1711.0,-0.9942966666666667,-0.9942966666666667,en,The Looking Glass,0.6,6.5,2,False
805,The Lost Medallion: The Adventures of Billy Stone,2013.0,97.0,"Adventure,Family,Fantasy",4.9,1502.0,,,0.0,2013-03-01,2500000.0,549632.0,-0.7801472,-0.7801472,en,The Lost Medallion: The Adventures of Billy Stone,2.164,5.5,21,False
806,The Lucky One,2012.0,101.0,"Drama,Romance",6.5,94359.0,WB,60500000.0,1.0,2012-04-20,25000000.0,96633833.0,1.41828552,2.86535332,en,The Lucky One,13.14,6.9,2012,False
807,The Lunchbox,2014.0,87.0,,6.5,49.0,SPC,4200000.0,0.0,2014-02-28,1700000.0,12231500.0,1.4891176470588234,6.195,hi,The Lunchbox,5.888,7.3,350,False
808,The Magnificent Seven,2016.0,132.0,"Action,Adventure,Western",6.9,168514.0,,,0.0,2016-09-23,90000000.0,162525156.0,0.03814061111111111,0.8058350666666667,en,The Magnificent Seven,18.487000000000002,6.2,3647,False
809,The Man with the Iron Fists,2012.0,95.0,Action,5.4,58185.0,Uni.,15600000.0,1.0,2012-11-02,15000000.0,22018988.0,0.04227266666666667,0.46793253333333334,en,The Man with the Iron Fists,15.457,5.3,573,False
810,The Martian,2015.0,144.0,"Adventure,Drama,Sci-Fi",8.0,680116.0,Fox,228400000.0,1.0,2015-10-02,108000000.0,655271443.0,1.1151265092592593,5.067328175925926,en,The Martian,22.855999999999998,7.7,12172,False
811,The Masked Saint,2016.0,105.0,"Action,Biography,Crime",4.6,559.0,,,0.0,2016-01-08,3500000.0,182695.0,-0.9478014285714286,-0.9478014285714286,en,The Masked Saint,1.42,3.5,16,False
812,The Maze Runner,2014.0,113.0,"Action,Mystery,Sci-Fi",6.8,387038.0,Fox,102400000.0,1.0,2014-09-19,34000000.0,348319861.0,2.0125841764705883,9.244701794117647,en,The Maze Runner,36.955,7.1,10626,False
813,The Mechanic,2011.0,93.0,"Action,Crime,Thriller",6.6,141254.0,CBS,29100000.0,1.0,2011-01-28,42500000.0,76347393.0,-0.31478828235294115,0.7964092470588235,en,The Mechanic,14.387,6.3,1676,False
814,The Meg,2018.0,113.0,"Action,Horror,Sci-Fi",5.7,114042.0,WB,145400000.0,1.0,2018-08-10,178000000.0,529530715.0,-0.18290032584269664,1.9748916573033708,en,The Meg,31.397,5.9,2896,False
815,The Monuments Men,2014.0,118.0,"Comedy,Drama,History",6.1,117638.0,Sony,78000000.0,1.0,2014-02-07,70000000.0,158702748.0,0.11473742857142857,1.2671821142857143,en,The Monuments Men,12.860999999999999,5.9,2229,False
816,The Mortal Instruments: City of Bones,2013.0,130.0,"Action,Fantasy,Horror",5.9,121936.0,SGem,31200000.0,1.0,2013-08-21,60000000.0,75965567.0,-0.48057631666666667,0.26609278333333336,en,The Mortal Instruments: City of Bones,16.484,6.3,2915,False
817,The Mule,2018.0,116.0,"Crime,Drama,Thriller",7.1,58955.0,WB,103800000.0,1.0,2018-12-14,50000000.0,170857676.0,1.07608814,2.41715352,en,The Mule,33.83,6.5,1584,False
818,The Mummy,2017.0,110.0,"Action,Adventure,Fantasy",5.5,154345.0,,,0.0,2017-06-09,195000000.0,409953905.0,-0.589225,1.1023277179487179,en,The Mummy,18.53,5.5,4391,False
819,The Muppets,2011.0,103.0,"Adventure,Comedy,Family",7.1,82752.0,BV,88600000.0,1.0,2011-11-23,45000000.0,160971922.0,0.9694649333333333,2.5771538222222223,en,The Muppets,11.324000000000002,6.6,831,False
820,The Next Three Days,2010.0,133.0,"Action,Crime,Drama",7.4,168066.0,LGF,21100000.0,1.0,2010-11-19,30000000.0,67255916.0,-0.2950449666666667,1.2418638666666666,en,The Next Three Days,11.147,7.0,1469,False
821,The Nice Guys,2016.0,116.0,"Action,Comedy,Crime",7.4,240337.0,WB,36300000.0,1.0,2016-05-20,50000000.0,59596747.0,-0.27476474,0.19193494,en,The Nice Guys,13.743,7.1,4272,False
822,The Night Before,2015.0,86.0,Documentary,6.5,49.0,Sony,43000000.0,1.0,2015-11-20,25000000.0,52427346.0,0.721429,1.09709384,en,The Night Before,9.014,6.1,956,False
823,The November Man,2014.0,108.0,"Action,Crime,Thriller",6.3,59293.0,Rela.,25000000.0,1.0,2014-08-27,15000000.0,34820335.0,0.6678746,1.3213556666666666,en,The November Man,17.747,6.1,852,False
824,The Nut Job,2014.0,85.0,"Adventure,Animation,Comedy",5.7,24587.0,ORF,64300000.0,1.0,2014-01-17,30000000.0,122529966.0,1.1417179333333334,3.0843322,en,The Nut Job,10.501,5.6,529,False
825,The Nut Job 2: Nutty by Nature,2017.0,91.0,"Adventure,Animation,Comedy",5.5,4820.0,ORF,28400000.0,1.0,2017-08-11,40000000.0,57438389.0,-0.29073695,0.435959725,en,The Nut Job 2: Nutty by Nature,8.975,5.7,227,False
826,The Nutcracker and the Four Realms,2018.0,99.0,"Adventure,Family,Fantasy",5.5,18734.0,BV,54900000.0,1.0,2018-11-02,132900000.0,170293899.0,-0.5872170729872084,0.281368690744921,en,The Nutcracker and the Four Realms,26.235,6.0,909,False
827,The Nutcracker in 3D,2010.0,110.0,"Action,Family,Fantasy",4.3,3119.0,Free,195000.0,1.0,2010-11-24,90000000.0,20466016.0,-0.9978282333333334,-0.7725998222222222,en,The Nutcracker in 3D,7.566,5.5,97,False
828,The Odd Life of Timothy Green,2012.0,105.0,"Comedy,Drama,Family",6.6,42770.0,BV,51900000.0,1.0,2012-08-15,40000000.0,55249159.0,0.29633625,0.381228975,en,The Odd Life of Timothy Green,9.216000000000001,6.7,605,False
829,The Other Dream Team,2012.0,89.0,"Documentary,Sport",8.4,3332.0,,,0.0,2012-09-28,500000.0,314444.0,-0.731782,-0.371112,lt,Kita svajonių komanda,1.304,7.5,12,True
830,The Other Guys,2010.0,107.0,"Action,Comedy,Crime",6.7,221664.0,Sony,119200000.0,1.0,2010-08-06,100000000.0,170936470.0,0.19219978,0.7093647,en,The Other Guys,13.508,6.2,2187,False
831,The Other Woman,2014.0,109.0,"Comedy,Romance",6.0,122889.0,IFC,25400.0,1.0,2014-04-25,40000000.0,195111193.0,1.097779825,3.877779825,en,The Other Woman,11.894,6.3,2276,False
832,The Overnight,2015.0,79.0,"Comedy,Mystery",6.1,14828.0,,,0.0,2015-06-19,200000.0,1165996.0,4.54904,4.82998,en,The Overnight,6.5760000000000005,6.0,200,False
833,The Paperboy,2012.0,107.0,"Crime,Drama,Mystery",5.8,33940.0,MNE,693000.0,1.0,2012-10-05,12500000.0,4027663.0,-0.945824,-0.67778696,en,The Paperboy,8.142999999999999,5.5,409,False
834,The Perfect Game,2010.0,87.0,,6.5,49.0,IW,1000000.0,1.0,2010-04-16,12500000.0,3931367.0,-0.9128444,-0.68549064,en,The Perfect Game,4.958,6.3,44,False
835,The Perfect Guy,2015.0,100.0,"Crime,Drama,Horror",5.6,8998.0,SGem,57000000.0,1.0,2015-09-11,18000000.0,60278166.0,2.1681908333333335,2.348787,en,The Perfect Guy,6.727,5.7,211,False
836,The Perfect Match,2016.0,96.0,"Comedy,Romance",4.9,3052.0,LGF,9700000.0,1.0,2016-03-11,5000000.0,10182050.0,0.9339042,1.03641,en,The Perfect Match,6.875,5.5,78,False
837,The Perks of Being a Wallflower,2012.0,103.0,Drama,8.0,422671.0,LG/S,17700000.0,1.0,2012-09-21,13000000.0,33069303.0,0.36484215384615387,1.5437925384615385,en,The Perks of Being a Wallflower,15.148,7.8,5938,False
838,The Possession,2012.0,92.0,"Horror,Mystery,Thriller",5.9,53649.0,LGF,49100000.0,1.0,2012-08-31,14000000.0,82925064.0,2.5093277142857144,4.9232188571428575,en,The Possession,8.978,5.9,918,False
839,The Possession of Hannah Grace,2018.0,86.0,"Horror,Mystery,Thriller",5.2,11629.0,SGem,14800000.0,1.0,2018-11-30,6000000.0,42785387.0,1.4726956666666666,6.130897833333333,en,The Possession of Hannah Grace,20.262999999999998,5.1,393,False
840,The Post,2017.0,116.0,"Biography,Drama,History",7.2,108017.0,Fox,81900000.0,1.0,2017-12-22,50000000.0,179748880.0,0.63806916,2.5949776,en,The Post,15.550999999999998,7.0,2506,False
841,The Predator,2018.0,107.0,"Action,Adventure,Sci-Fi",5.4,94888.0,,,0.0,2018-09-14,88000000.0,159487563.0,-0.42017377272727274,0.8123586704545455,en,The Predator,29.473000000000003,5.2,2018,False
842,The Prince,2014.0,93.0,"Action,Thriller",4.6,16048.0,,,0.0,2014-08-22,18000000.0,0.0,-1.0,-1.0,en,The Prince,12.324000000000002,4.8,317,False
843,The Promise,2017.0,87.0,Drama,6.5,49.0,,,0.0,2017-04-21,90000000.0,10551417.0,-0.9086190222222222,-0.8827620333333334,en,The Promise,10.158,7.1,195,False
844,The Purge: Anarchy,2014.0,103.0,"Action,Horror,Sci-Fi",6.5,126203.0,Uni.,72000000.0,1.0,2014-07-18,9000000.0,111534881.0,6.951394444444444,11.392764555555555,en,The Purge: Anarchy,28.424,6.6,3754,False
845,The Purge: Election Year,2016.0,108.0,"Action,Horror,Sci-Fi",6.0,80254.0,Uni.,79200000.0,1.0,2016-07-01,10000000.0,118514727.0,6.904244,10.8514727,en,The Purge: Election Year,18.975,6.3,2900,False
846,The Raven,2012.0,110.0,"Crime,Mystery,Thriller",6.4,79578.0,Rela.,16000000.0,1.0,2012-04-27,26000000.0,30601801.0,-0.3842972307692308,0.17699234615384615,en,The Raven,8.635,6.3,681,False
847,The Ridiculous 6,2015.0,119.0,"Comedy,Western",4.8,38694.0,,,0.0,2015-12-11,60000000.0,0.0,-1.0,-1.0,en,The Ridiculous 6,10.187000000000001,5.0,676,False
848,The Rite,2011.0,114.0,"Drama,Horror,Mystery",6.0,85604.0,WB (NL),33000000.0,1.0,2011-01-28,37000000.0,97143987.0,-0.10682072972972972,1.6255131621621621,en,The Rite,9.676,5.9,994,False
849,The Roommate,2011.0,91.0,"Drama,Thriller",4.9,33062.0,SGem,37300000.0,1.0,2011-02-04,16000000.0,52545707.0,1.3312566875,2.2841066875,en,The Roommate,8.134,5.4,406,False
850,The Second Best Exotic Marigold Hotel,2015.0,122.0,"Comedy,Drama",6.6,28931.0,FoxS,33100000.0,1.0,2015-03-06,10000000.0,90384306.0,2.3078266,8.0384306,en,The Second Best Exotic Marigold Hotel,7.731,6.4,420,False
851,The Secret Life of Pets,2016.0,87.0,"Adventure,Animation,Comedy",6.5,161997.0,Uni.,368400000.0,1.0,2016-07-08,75000000.0,886750534.0,3.911791066666667,10.823340453333333,en,The Secret Life of Pets,9.908999999999999,6.1,5374,False
852,The Secret Life of Walter Mitty,2013.0,114.0,"Adventure,Comedy,Drama",7.3,275300.0,Fox,58200000.0,1.0,2013-12-25,91000000.0,187861183.0,-0.36003474725274726,1.0644086043956045,en,The Secret Life of Walter Mitty,10.743,7.1,4859,False
853,The Shallows,2016.0,86.0,"Drama,Horror,Thriller",6.3,106927.0,Sony,55100000.0,1.0,2016-06-24,13000000.0,118763442.0,3.2401248461538463,8.135649384615384,en,The Shallows,14.091,6.3,3037,False
854,The Shape of Water,2017.0,123.0,"Adventure,Drama,Fantasy",7.3,308112.0,FoxS,63900000.0,1.0,2017-12-01,19500000.0,195790794.0,2.2748428205128204,9.040553538461538,en,The Shape of Water,22.025,7.2,7224,False
855,The Signal,2014.0,97.0,"Drama,Mystery,Sci-Fi",6.1,58407.0,,,0.0,2014-06-13,4000000.0,2665322.0,-0.849776,-0.3336695,en,The Signal,10.032,5.9,901,False
856,The Sisters Brothers,2018.0,87.0,,6.5,49.0,Annapurna,3100000.0,1.0,2018-09-21,38000000.0,13143056.0,-0.917288,-0.6541301052631578,en,The Sisters Brothers,13.738,7.0,590,False
857,The Sitter,2011.0,81.0,Comedy,5.7,65575.0,Fox,30400000.0,1.0,2011-12-09,25000000.0,38749404.0,0.22170304,0.54997616,en,The Sitter,11.571,5.4,472,False
858,The Skeleton Twins,2014.0,93.0,"Comedy,Drama,Romance",6.8,36793.0,RAtt.,5300000.0,0.0,2014-09-12,1000000.0,5797192.0,4.284309,4.797192,en,The Skeleton Twins,10.341,6.7,394,False
859,The Smurfs,2011.0,103.0,"Adventure,Animation,Comedy",5.5,77577.0,Sony,142600000.0,1.0,2011-07-29,110000000.0,563749323.0,0.29649234545454545,4.124993845454545,en,The Smurfs,16.533,5.6,2112,False
860,The Smurfs 2,2013.0,105.0,"Adventure,Animation,Comedy",5.4,34229.0,Sony,71000000.0,1.0,2013-07-31,110000000.0,348547523.0,-0.3543837818181818,2.1686138454545456,en,The Smurfs 2,12.940999999999999,5.7,1200,False
